treeID,Z,npoints,convhull_area,area,perimeter
7433,12.54,10,1.758,1.75835000001825,6.04860348440101
7434,12.54,6,0.533,0.53279999998631,3.14600267758847
7435,12.54,10,1.122,1.12210000003688,4.09094105180942
7437,12.53,26,2.179,2.17860000010114,6.16690974601175
7438,12.53,22,2.854,2.85384999995586,8.32936817853382
7439,12.53,6,0.201,0.200900000010733,1.78841896574096
7440,12.53,18,2.318,2.31845000013709,7.0022947808949
7441,12.53,6,0.775,0.774650000035763,3.38415481893598
7442,12.53,25,1.625,1.62479999993229,6.1505293157511
7443,12.53,10,0.959,0.958600000070874,4.56581176725362
7444,12.53,7,0.238,0.2384999999922,2.22731282476114
7447,12.53,12,1.413,1.41339999996126,6.3514740710335
7449,12.52,6,0.445,0.444599999987986,3.05021655967543
7450,12.52,13,1.923,1.92319999984466,6.45916740353733
7451,12.52,4,0.218,0.217700000037439,3.04247548093348
7452,12.52,5,0.124,0.12365000002319,2.62077791430014
7453,12.51,7,0.71,0.709950000047684,3.85782796491225
7454,12.51,7,0.527,0.527450000023236,2.96664008564622
7455,12.51,37,9.696,9.69555000029504,13.8246828729543
7456,12.51,4,0.14,0.139500000012049,2.73572521245958
7457,12.51,17,2.484,2.48399999993853,7.15552111104617
7458,12.51,10,0.863,0.863350000057835,4.13431891261381
7459,12.51,11,2.202,2.20169999997597,6.69320706298298
7460,12.51,4,0.304,0.304200000013225,2.53294396351392
7461,12.51,7,0.769,0.768599999893922,5.04592087151116
7462,12.5,6,0.93,0.930000000080327,5.10325582029865
7463,12.5,5,0.056,0.0561499999967054,1.07896235702312
7465,12.5,11,1.79,1.79034999990836,6.59080348249147
7466,12.5,7,0.79,0.789750000025379,3.52546488215369
7467,12.5,34,7.673,7.67254999978468,11.3885275549482
7468,12.49,12,1.834,1.83425000001444,5.3065815055153
7469,12.49,4,0.297,0.297350000037113,2.4962228831535
7470,12.49,9,0.574,0.573950000019977,3.73350008855029
7471,12.49,8,1.65,1.6504000001587,5.52464058779535
7472,12.49,14,0.911,0.910749999980908,4.44844652176205
7473,12.49,8,0.712,0.712149999933899,4.15778099782306
7475,12.49,5,0.086,0.0861999999906402,1.22105187560441
7476,12.49,18,4.842,4.8421000004746,13.8141183292594
7477,12.49,4,0.154,0.15429999998014,1.9520061235831
7478,12.49,16,2.343,2.3425499999139,6.25514280109883
7479,12.49,11,0.895,0.894499999929394,3.90190887069391
7480,12.49,4,0.251,0.250599999912083,2.92558283381726
7481,12.49,6,0.247,0.246999999944819,2.88212249630333
7482,12.48,18,2.417,2.4172499999404,6.54212032176142
7483,12.48,10,10.428,10.4278000001796,22.2918506224301
7484,12.48,17,29.753,29.7527999994345,26.2811075939849
7485,12.48,6,0.443,0.443350000015926,3.00553672497559
7486,12.48,28,2.741,2.74134999990929,9.2846423264723
7487,12.48,7,0.432,0.431600000010803,3.11644097672277
7489,12.47,15,2.009,2.00870000012219,6.56634315489259
7490,12.47,9,1.074,1.07420000003185,4.5003274046593
7491,12.47,8,0.965,0.964999999909196,4.93065826994597
7492,12.47,4,0.214,0.213850000000093,2.42455906570757
7493,12.46,17,2.656,2.65640000003623,6.49857163369173
7494,12.46,16,1.161,1.16064999999071,4.48973450321819
7495,12.46,5,0.41,0.410050000034971,2.65844222564383
7496,12.46,7,1.39,1.3895500000217,5.39474248100856
7497,12.46,13,1.047,1.04705000011018,4.14343552691326
7498,12.46,5,0.183,0.183399999979883,2.55705252222901
7499,12.46,9,0.66,0.659750000049826,5.58038081294132
7500,12.46,11,0.897,0.897049999970477,3.70539480927575
7501,12.45,10,1.617,1.61750000005122,5.64992522077867
7503,12.45,10,1.674,1.67349999991711,5.34632896533037
7504,12.45,7,0.935,0.935150000092108,5.05430246275931
7505,12.45,21,2.297,2.29649999982212,6.46290212007336
7506,12.45,8,0.34,0.339800000045216,2.69531679248745
7508,12.45,30,3.982,3.98230000003241,9.39168102828484
7509,12.45,6,0.335,0.334799999982351,2.74170069352328
7511,12.45,4,0.246,0.246450000093319,2.35082219546929
7512,12.44,14,2.085,2.08495000010589,6.73834221093666
7513,12.44,5,0.634,0.634099999966566,3.2035816787088
7516,12.44,4,0.13,0.12985000005574,2.24523425990009
7517,12.44,36,5.751,5.75075000012293,11.1170904156587
7518,12.43,17,5.943,5.94254999997793,11.8370321454662
7519,12.43,8,0.671,0.671499999822117,3.52915576075757
7520,12.43,9,0.788,0.787850000022445,3.50448389811202
7521,12.43,6,2.912,2.91150000039488,20.2867410262159
7522,12.43,31,3.295,3.29464999987977,7.45175170158707
7523,12.42,13,1.283,1.2833999999566,4.6640616314905
7524,12.42,14,1.161,1.16055000002962,4.3330860667655
7525,12.42,9,1.527,1.52650000003632,5.17701443431063
7526,12.42,10,0.957,0.957249999977648,3.81728838672501
