"","treeID","V1","coords.x1","coords.x2","coords.x3","optional"
"2364",2516,17.35,574145.29,300293.38,17.35,TRUE
"2365",2517,17.35,574188.11,300374.81,17.35,TRUE
"2366",2518,17.35,574152.92,300311.84,17.35,TRUE
"2367",2519,17.34,574044.74,300366.3,17.34,TRUE
"2368",2520,17.34,574077.3,300435.66,17.34,TRUE
"2369",2521,17.34,574152.63,300330.03,17.34,TRUE
"2370",2522,17.33,574069.76,300425.09,17.33,TRUE
"2371",2523,17.33,573994.75,300351.85,17.33,TRUE
"2372",2524,17.33,574143.96,300438.25,17.33,TRUE
"2373",2525,17.33,574125.33,300429.82,17.33,TRUE
"2374",2526,17.33,574152.57,300333.47,17.33,TRUE
"2375",2527,17.32,574103.11,300443.37,17.32,TRUE
"2376",2528,17.31,574042.11,300340.38,17.31,TRUE
"2377",2529,17.31,574081.7,300323.46,17.31,TRUE
"2378",2530,17.31,574117.94,300362.92,17.31,TRUE
"2379",2531,17.31,574079.03,300344.02,17.31,TRUE
"2380",2532,17.31,574188.71,300402.5,17.31,TRUE
"2381",2533,17.3,574125.95,300294.31,17.3,TRUE
"2382",2534,17.3,574122.93,300321.28,17.3,TRUE
"2383",2535,17.3,574161.25,300425.84,17.3,TRUE
"2384",2536,17.3,574020.89,300374.88,17.3,TRUE
"2385",2537,17.29,574088.06,300457.2,17.29,TRUE
"2386",2538,17.29,574009.95,300358.36,17.29,TRUE
"2387",2539,17.29,574054.35,300358.98,17.29,TRUE
"2388",2540,17.29,574197.36,300344.95,17.29,TRUE
"2389",2541,17.29,574095.01,300339.67,17.29,TRUE
"2390",2542,17.28,574073.98,300441.82,17.28,TRUE
"2391",2543,17.28,574136.29,300329.76,17.28,TRUE
"2392",2544,17.28,574141.12,300300.23,17.28,TRUE
"2393",2546,17.28,574137.95,300330.96,17.28,TRUE
"2394",2547,17.28,574126.74,300288.98,17.28,TRUE
"2395",2548,17.28,574067.46,300339.39,17.28,TRUE
"2396",2549,17.27,574140.67,300325.9,17.27,TRUE
"2397",2550,17.27,574190.7,300382.52,17.27,TRUE
