"","treeID","V1","coords.x1","coords.x2","coords.x3","optional"
"148",3427,13.9322,574068.1713,300439.2086,13.9322,TRUE
"149",3432,13.9295,574048.4192,300422.8405,13.9295,TRUE
"150",3444,13.922,574058.1102,300321.8221,13.922,TRUE
"151",3462,13.9122,574194.8793,300350.4792,13.9122,TRUE
"152",3468,13.9057,574204.3903,300359.3611,13.9057,TRUE
"153",3493,13.8835,574200.2083,300350.9433,13.8835,TRUE
"154",3494,13.8835,574197.6259,300352.3336,13.8835,TRUE
"155",3525,13.8646,574069.1919,300438.9053,13.8646,TRUE
"156",3539,13.8548,574022.1684,300398.5436,13.8548,TRUE
"157",3551,13.8465,574017.9695,300395.2391,13.8465,TRUE
"158",3556,13.8399,574092.6251,300467.6444,13.8399,TRUE
"159",3565,13.8357,574210.1236,300374.8225,13.8357,TRUE
"160",3601,13.801,574211.627,300378.3469,13.801,TRUE
"161",3641,13.7682,574202.4743,300373.2565,13.7682,TRUE
"162",3668,13.7413,574198.3783,300395.2816,13.7413,TRUE
"163",3671,13.732,574070.864,300295.9273,13.732,TRUE
"164",3679,13.7243,574203.2409,300372.4614,13.7243,TRUE
"165",3710,0,574181.8104,300409.5093,0,TRUE
"166",3715,13.7002,574020.5721,300398.6758,13.7002,TRUE
"167",3717,13.6992,574201.2653,300371.7984,13.6992,TRUE
"168",3731,0,574157.8933,300422.3048,0,TRUE
"169",3746,13.6809,574122.9924,300308.6538,13.6809,TRUE
"170",3849,13.5947,574049.5557,300420.516,13.5947,TRUE
"171",3855,13.5881,574006.1398,300383.8867,13.5881,TRUE
"172",3909,13.5423,574107.6822,300471.3891,13.5423,TRUE
"173",3958,13.4985,574211.3182,300375.9647,13.4985,TRUE
"174",4061,13.4179,574211.5811,300380.1721,13.4179,TRUE
"175",4066,0,574192.6254,300400.2198,0,TRUE
"176",4069,6.8163,574214.263,300382.0568,6.8163,TRUE
"177",4090,13.3945,574051.413,300421.6576,13.3945,TRUE
"178",4118,13.372,574194.9152,300353.5366,13.372,TRUE
"179",4135,13.3617,574199.5298,300352.1928,13.3617,TRUE
"180",4145,12.8234,574191.4348,300401.4957,12.8234,TRUE
"181",4158,13.3398,574031.2128,300404.394,13.3398,TRUE
"182",4201,13.2996,574204.5975,300369.611,13.2996,TRUE
"183",4209,13.2881,574202.5504,300344.4294,13.2881,TRUE
"184",4231,13.272,574030.8821,300410.48,13.272,TRUE
"185",4232,13.27,574029.9132,300403.1679,13.27,TRUE
"186",4249,13.2545,574205.419,300370.3207,13.2545,TRUE
"187",4253,13.2508,574108.4897,300469.8761,13.2508,TRUE
"188",4307,13.204,574009.5276,300334.3002,13.204,TRUE
"189",4342,13.1759,574202.736,300355.9662,13.1759,TRUE
"190",4343,13.1756,574074.2814,300293.5901,13.1756,TRUE
"191",4353,13.1628,574031.2488,300408.0793,13.1628,TRUE
"192",4393,13.1194,574029.0378,300408.8078,13.1194,TRUE
"193",4445,13.0654,574013.5822,300392.6406,13.0654,TRUE
"194",4511,13.0078,574179.3615,300314.9167,13.0078,TRUE
"195",4575,12.9441,574201.2557,300355.1431,12.9441,TRUE
"196",4577,12.943,574117.3107,300264.6741,12.943,TRUE
"197",4590,12.9352,574212.3086,300383.3174,12.9352,TRUE
"198",4592,12.9333,574090.7511,300448.741,12.9333,TRUE
"199",4603,12.9202,574021.9519,300399.5981,12.9202,TRUE
"200",4650,12.8737,574026.1884,300405.7238,12.8737,TRUE
"201",4656,12.8685,574019.1757,300394.2036,12.8685,TRUE
"202",4694,12.8206,574008.2619,300336.0048,12.8206,TRUE
"203",4704,12.8132,574169.9845,300303.863,12.8132,TRUE
"204",4705,12.8131,574032.8987,300403.6612,12.8131,TRUE
"205",4741,12.7846,574181.7926,300322.9809,12.7846,TRUE
"206",4742,12.7843,574203.5332,300357.3265,12.7843,TRUE
"207",4763,12.7665,574201.8112,300347.4181,12.7665,TRUE
"208",4767,12.7641,574202.1903,300350.2612,12.7641,TRUE
"209",4792,12.7364,574074.5164,300291.0262,12.7364,TRUE
"210",4796,12.7304,574179.7222,300304.318,12.7304,TRUE
"211",4813,12.7173,574086.9203,300461.7499,12.7173,TRUE
"212",4826,12.7001,574202.3615,300357.322,12.7001,TRUE
"213",4829,12.6963,574022.8802,300400.7127,12.6963,TRUE
"214",4872,12.6576,574182.7149,300322.4251,12.6576,TRUE
"215",4925,12.6189,574008.4741,300337.1168,12.6189,TRUE
"216",4935,12.6073,574199.9036,300355.123,12.6073,TRUE
"217",4940,12.6027,574208.7871,300385.8309,12.6027,TRUE
"218",4959,12.5777,574073.8918,300295.983,12.5777,TRUE
"219",5029,12.5163,574044.9701,300326.8737,12.5163,TRUE
"220",5087,0,574102.9015,300475.9151,0,TRUE
"221",5090,12.4577,574072.9541,300291.8173,12.4577,TRUE
"222",5156,12.3953,574064.7554,300302.3365,12.3953,TRUE
"223",5158,12.3947,574189.7133,300344.6775,12.3947,TRUE
"224",5169,12.3836,574173.0084,300312.5978,12.3836,TRUE
"225",5176,12.3789,574032.7666,300402.3543,12.3789,TRUE
"226",5179,12.3746,574026.3376,300404.0006,12.3746,TRUE
"227",5228,12.3087,574086.0693,300459.6686,12.3087,TRUE
"228",5236,12.2903,574036.4789,300415.7784,12.2903,TRUE
"229",5244,12.2824,574075.5061,300290.1457,12.2824,TRUE
"230",5251,12.2779,574178.6807,300318.5633,12.2779,TRUE
"231",5262,12.2662,574043.8407,300327.5885,12.2662,TRUE
"232",5322,12.2144,574084.0519,300279.4504,12.2144,TRUE
"233",5339,12.1976,574202.1518,300359.1947,12.1976,TRUE
"234",5340,12.1949,574087.0818,300279.7482,12.1949,TRUE
"235",5342,12.1943,573999.9321,300374.5431,12.1943,TRUE
"236",5398,12.1508,574010.8842,300337.4777,12.1508,TRUE
"237",5421,11.7464,574207.5397,300387.0076,11.7464,TRUE
