treeID,Z,npoints,convhull_area,area,perimeter,crown_diameter_hull_deciduous_drone
5758,11.807,317,3.349,3.34941700496711,7.34290406104701,7.34290406104701
5759,11.8065,544,6.374,6.37390001479071,9.86702624431597,9.86702624431597
5760,11.8027,8160,148.817,148.817179560196,46.1329754487565,46.1329754487565
5761,11.8026,734,8.317,8.31710254008067,10.7889075840171,10.7889075840171
5762,11.8022,623,8.997,8.99700402538292,11.8101254529572,11.8101254529572
5763,11.8015,197,2.143,2.14288543995644,5.6487024302572,5.6487024302572
5764,11.8006,77,0.335,0.334583640025812,2.32418730788427,2.32418730788427
5765,11.7999,296,3.82,3.82018576993141,7.54879514635971,7.54879514635971
5766,11.7993,515,5.547,5.54733019979903,8.80042666245818,8.80042666245818
5767,11.7993,3263,26.079,26.0794522094075,19.2986245454563,19.2986245454563
5768,11.799,1347,18.85,18.8503101551323,16.8234667154349,16.8234667154349
5769,11.7987,2986,40.242,40.2423188691027,30.0735379345832,30.0735379345832
5770,11.798,504,10.134,10.1337645750318,11.8500070088162,11.8500070088162
5771,11.7976,367,4.818,4.81791909507592,8.73893201714694,8.73893201714695
5772,11.7973,489,4.218,4.21755388507154,8.22893257230587,8.22893257230587
5773,11.7972,382,5.046,5.04564213484991,8.38311735621131,8.38311735621131
5774,11.7963,570,3.231,3.2313643747475,6.94809023203417,6.94809023203417
5775,11.7958,102,2.639,2.6385815552203,7.30111364899001,7.30111364899001
5776,11.7947,760,11.811,11.811109475093,15.5686193031532,15.5686193031532
5777,11.7933,778,5.353,5.35255720489658,8.89081370574565,8.89081370574566
5778,11.7919,128,1.523,1.52337832996272,4.81756828643186,4.81756828643186
5779,11.7895,2466,73.049,73.0492676403373,33.4726675431306,33.4726675431306
5781,11.7886,141,2.335,2.33457549495506,5.70865953928318,5.70865953928318
5782,11.7851,1129,11.65,11.6496850100229,13.6710035534593,13.6710035534593
5783,11.7845,642,2.81,2.80999819486169,6.32541970279881,6.32541970279881
5784,11.7841,349,3.242,3.24195184971904,7.04055535432587,7.04055535432587
5785,11.7839,2102,18.552,18.5515040846076,16.6723383056085,16.6723383056085
5786,11.7827,627,8.793,8.79262410479714,11.4251038684634,11.4251038684634
5787,11.7827,307,21.889,21.8894235447515,24.9260459400807,24.9260459400807
5788,11.7816,359,2.383,2.38334504480008,5.78366502686279,5.78366502686279
5789,11.781,1253,15.149,15.1488577550044,15.2353247591125,15.2353247591125
5790,11.7806,258,3.462,3.46157280006446,7.13543971094928,7.13543971094929
5792,11.7786,2488,30.704,30.7041276651435,22.6531836060995,22.6531836060995
5793,11.7772,791,9.418,9.41822830009914,11.846849032162,11.846849032162
5794,11.7769,225,1.644,1.64447130489862,5.28963410978199,5.28963410978199
5795,11.7767,201,14.559,14.5586333298124,22.8068739743111,22.8068739743111
5796,11.7756,1683,22.977,22.9765605794382,17.993835541458,17.993835541458
5797,11.7751,707,10.246,10.2463035947876,12.0922095005748,12.0922095005748
5798,11.7746,1991,33.866,33.865804144647,27.4172605504197,27.4172605504197
5799,11.7733,740,9.996,9.99550098506734,12.5707163078006,12.5707163078006
5800,11.7719,264,1.823,1.8233079900092,5.09829815607232,5.09829815607232
5801,11.7718,429,2.296,2.2963108799886,5.95185087944472,5.95185087944473
5802,11.7704,325,2.833,2.83302010997431,6.52952501418388,6.52952501418388
5803,11.7703,485,5.733,5.73343803494936,9.25628866557708,9.25628866557708
5804,11.7701,2881,27.968,27.9683119943365,26.3965389448375,26.3965389448375
5805,11.7686,241,3.155,3.15461580992996,6.98703643045265,6.98703643045265
5806,11.7678,268,1.914,1.91431878495496,5.59652704239717,5.59652704239717
5807,11.7661,76,1.001,1.00083280505351,3.78822134427247,3.78822134427247
5808,11.7651,37,0.217,0.216794480060344,2.11739421218304,2.11739421218304
5809,11.7595,994,10.729,10.728961655288,12.0516659848462,12.0516659848462
5810,11.7586,637,7.988,7.98840855527669,10.840064599575,10.840064599575
5811,11.7565,846,9.691,9.69126402499387,12.8411692239924,12.8411692239924
5812,11.7559,335,2.642,2.64214810519479,6.20045160611171,6.20045160611171
